review,note
la kustaajabisha,1
Kasoro ya ubuni,0
simu ya juu,1
Haki za paa 13,0
"lakini ninapoangalia ujumbe wakati wa usiku, taa ya ufunguo ya nyuma hugeuka sekunde chache kuingia katika ujumbe wa kwanza kisha ipoteze fahamu",0
mtu mwingine alikufa baada ya majuma machache,0
simu nzuri za mkononi za kununua,1
Hivi karibuni wamekuwa wazuri sana na wenye kusaidia kwenye simu,1
Nimekuwa na matatizo ya akili kupoteza ishara za mwili na nyingine zaidi,0
haikuvutia,0
Uzito mwepesi hauwezi kuonekana huko,1
Mwanasesere anapenda jinsi alivyo mwembamba,1
Uamuzi mbaya,0
ile kesi ya dethed haifai,0
Simu zisizofaa ni za viziwi tu,0
rangi hiyo ni maridadi kuliko nilivyofikiri na picha zake ni kali sana,1
Zote nafikiri zilikuwa kitega - uchumi kizuri,1
Huvuma kwa njia ya ajabu sana kabla hajamaliza mlio,0
Kifaa bora zaidi cha elektroni cha transm,1
betri hudumu kwa muda wa saa chache tu,0
"mwenye kichwa kikubwa alivutiwa sana na h,500",1
kamera kubwa mno 12 ya pixel ikiwa sehemu ya simu kwa kiasi cha kutosha ni pamoja na7,1
Nilikuwa na kazi hiyo kwa karibu miaka 2 na imenisaidia sana,1
kaseti za kupitisha habari,1
Hakika Sisi ndio wenye kutuma.,0
Sikujishughulisha na kuwasiliana na kampuni hiyo kwa bei ya dola chache lakini mimi nilipata somo la kwamba mimi nisingalipaswa kununua fomu hii mtandaoni hata hivyo,0
ukichukia vibano vya masikio huepuka simu hii kwa vyovyote,0
Bei kubwa pia,1
safu ni nzuri sana kuweza kutembea - tembea nyumbani kwangu kwa simu katika sebule bila masuala ya ubora wa hali ya juu,1
Utumishi wa haraka,1
Laiti ungependekeza sana jambo hili,1
Ningependekeza jambo hili,1
Pia sikupenda kile kifungo kilichobaki kana kwamba kingepasuka kwa utumizi,0
simu mbaya zaidi kuwahi kupigwa,0
bado anapumbazwa na simu hii,1
mganda mara nyingi4,0
aina yake ya aibu kutumia kwa sababu ya sura yake na hasa aibu yake kwa jinsi kampuni hiyo ilivyo kama mtoto,0
nyepesi na nzito,1
Yote kwa ujumla yalitazamia uzoefu bora zaidi wa ununuzi kutoka kwa motaola,0
sauti ya kupe yenye kuogofya katika mandhari - nyuma kwenye milio yangu yote ambayo sijawahi kuiona,0
Hakika hii bila ya shaka ni haki ya kupambanua.,1
Kwa kawaida sipendi kufunga kichwa lakini huu ni mwepesi sana hauharibu nywele zangu,1
anavunjika moyo kidogo,0
Nimekuwa na simu hii kwa zaidi ya mwaka mmoja sasa na ninakuambia hiyo si kubwa hivyo,0
Niliagiza hii kwa ajili ya sory ericsson w810i lakini nafikiri ilifanya kazi mara moja tu nilipoitumia mara ya kwanza,0
betri haina thamani yoyote kwangu,0
Huu ndio ufikisho!,0
Usiupotezee huu,0
Sauti kubwa na utumishi,1
sasa nimependezwa sana na bidhaa hiyo,1
moja kati ya vitu ninavyopenda zaidi,1
Kivutio kizuri zaidi cha buluu sokoni,1
Ngozi halisi yenye mng'aro na faraja nzuri inakupendekeza kisa hiki,1
Nilisisimuka sana kupata kichwa hiki kwa sababu nilifikiri kilikuwa chenye kuvutia kweli kweli,1
Usifanye kosa kama langu,0
Kukatishwa tamaa sana kwa kutumia kalenda,0
simu haikuweza kuzimwa na haikuwa mpya,0
Huduma mbaya zaidi ya mteja wakati wowote,0
Mabuku ya masikio hayakutoa tena maagizo yoyote,0
Unababua ngozi iwe nyeusi.,0
thamani ya kila sarafu,1
Kisa bora kabisa cha simu ya mkononi,1
Vyeo vizuri vya sauti kwa bei na vinafanya kazi nyingi,1
Mtandao wa intaneti ni wa polepole sana,0
Inastarehesha sana kuvaa vizuri na labda ndiyo sehemu ya maana zaidi kuhusu kutumia kisa fulani,1
Linapatana na glove na ni lenye nguvu na lenye kudumu,1
ondoe simu yangu ya mkononi iliyo bora zaidi ambayo tumepata kuwa nayo,1
Ni yenye kuvutia sana na huonekana kuwa bora,1
Ninawashukuru kwa mambo yote na umbo lake,1
Bidhaa hiyo ilikuwa na harufu kali ya mpira wa mpira wa rangi ambayo haikuvumilika baada ya muda fulani na ikanifanya niirudishe,0
Sifa mbaya na utumishi,0
waya huonekana mwembamba sana na dhaifu sana hivi kwamba inatisha,0
Sakafu kubwa ya sikio,1
Kifaa bora kabisa cha mkononi bila malipo,1
kwa kutumia stirio ya nyumbani kwako,1
bidhaa yenye thamani ya ajabu,1
mwezi mmoja tu ulikuwa na kazi yake lakini bila dosari yoyote kufikia sasa,1
ni kazi kubwa,1
follow foot,0
kwamba ama yule aliyeshindwa kufanya kazi ama,0
Maisha ya betri ni mazuri sana,1
Nilirudi muda wa saa 8 baadaye,0
Ambaye hutoa mali yake kwa ajili ya kujitakasa.,1
Usipoteze pesa zako,0
Penda kichwa hiki,1
Si kwamba tu itaondoa hewa mwilini mwako bali pia huenda ikaihifadhi,0
alifanya kazi kikamilifu,1
Kutotegemeka kwa kukata tamaa,0
Imetoa nyota 5 kwa sababu ya ubora wa sauti,1
◯ ◯ ◯ ◯ ◯ ◯ ◯,0
Plagi inayoweza kurekebishwa huwa na matokeo makubwa,1
Na nitumie kifaa hiki kidogo cha sikio kupoteza pesa zangu,0
simu nzuri sana,1
Jambo bora zaidi ni sehemu inayozunguka ambayo inasaidia sana,1
faraja kwa familia yetu yote,1
bidhaa nzuri ya kuuzwa,1
Ninaipenda rangi hii ya bluu,1
ya kwanza kabisa haivai vizuri,0
Nimevutiwa sana na kichwa hiki kilichowekwa kutoka kwa wataalamu wa elimu ya mimea,1
Niliipata kwa sababu ilikuwa ndogo sana na yenye kupendeza,1
simu ya juu,1
int alipendekeza kununua bidhaa hii,0
sehemu ya takataka,0
Bafu la jicho lisilo na kasoro,0
Kitu hiki ni kikubwa na kiachi kitumiwe kupita kiasi na kimekuwa kikitenda mema kila wakati bila matatizo yoyote,1
simu ya juu,1
Usiinunue,0
paper size,1
Usinunue simu hii,0
Na alama nyengine. Na kwa wenye kukataza mabaya.,1
Hii ni simu bora zaidi iliyowahi kupatikana,1
hufanya kazi vizuri wakati paka wangu alipoishambulia simu aliyoikuna kwenye ukanda wa ulinzi badala ya kuharibu kiwambo,1
"haya ni ya kazi, nayo ya bei nafuu",1
Utumizi wa wateja ulikuwa mbaya sana,0
Maisha ya betri bado si marefu vya kutosha katika nyembe za marola v3i,0
Uirudishe.,0
Sasa najua kwamba nilifanya uamuzi wenye hekima,1
Mtu fulani alivumbua hili mapema zaidi,1
Bei nzuri,1
kila kitu kilichotumiwa katika jaribio la kwanza bila shaka kiliundwa kwa njia ya werevu na ujenzi uhisi vizuri,1
Kilipokewa kwa haraka na kwa matokeo mazuri,1
Hakika yeye ni mwenye bahati kubwa.,1
Watu wengi walipolalamika kwamba mimi alipata maikrofoni hii ya vichwa vikuu kuwa dhaifu sana,0
nokia 2160 mwenye umri wa miaka mitano kutoka tracfene anashikilia shtaka hilo vizuri kuliko hili,0
hawajali mnunuzi hata kidogo,0
Hii ni betri nzuri na ilipata hapa kwa kasi sana,1
kitabu cha maagizo hakipo,0
Pia ni mwembamba vya kutosha kutoshea ndani ya kituo changu cha kuweka kengele bila kuondoa hiyo kesi,1
Sasa simu hubeba mashtaka kama ilivyofanya ilipokuwa mpya,1
betri haitegemeki na vilevile huduma zinazotumika kwa kuchana,0
hali yake isiyostarehesha na sauti ni mbaya sana ikilinganishwa na razr ya simu au na kichwa changu cha nyuma kilichounganishwa kwa waya ambacho kimeunganishwa na sing'aa,0
Tumesifu sana jambo hilo,1
hii ni lazima iwe ni hii ikiwa serikali yako hairuhusu matumizi ya simu za mkononi unapoendesha gari,1
Nataka pesa zangu zirudi,0
Thamini kifaa hiki,1
Pia nina furaha sana kwa bei,1
Niliagiza bidhaa hii kwanza na kukosa furaha nayo mara moja,0
Ng'ombe bado hawana masikio,0
Niliweza kupiga mayowe ndani ya gari bila tatizo lolote,1
Nina simu yangu ya mkononi yenye simu 23 ninapokuwa nyumbani lakini huwezi kusikia chochote,0
bei nafuu,1
"Hata hivyo, michezo hiyo si bora zaidi na michezo hiyo si bora zaidi",0
plagi haikufanya kazi vizuri sana,0
Kiruu cha amazon,0
print operation status,0
Inastarehesha sana,1
betri inafanya kazi vizuri na badala ya ile ya awali iliyokuja kwa simu zaidi ya miaka 2 iliyopita,1
"Basi karamu yake ni bora,",1
Unapatana vizuri katika sikio lolote lile sauti ni safi na yenye sauti ya juu na shtaka hilo hudumu kwa siku kadhaa,1
Sauti iliyo wazi sana na si lazima iharibu sauti yako kwenye kifaa cha kupigia muziki baada ya kuwa na vibonyezo vya sauti kichwani,1
1 betri ya muda mrefu ambayo huhitaji kuiingiza tena mara nyingi kama baadhi ya simu za flip2,0
Kwa wazi kuna tatizo katika gundi,0
Kutamauka sana,0
Ilikuwa kipande cha bei nafuu lakini bado ningetazamia ubora zaidi,0
Ni kazi bure kabisa na haikuongeza kitia - moyo chochote kwenye mapokezi yangu baada ya mimi kuinunua,0
Ubora bora kabisa wa sauti,1
hakuwa na furaha,0
kipande cha takataka kilichokatika baada ya kuwa kwenye simu kwa siku 2,0
betri mpya hufanya kazi nyingi katika simu,1
Huduma za wateja zilizo mbaya zaidi,0
Kuangusha simu yangu mara nyingi zaidi ya vile ninavyoweza kusema hata kwenye saruji na simu yangu bado inagonga sana mbao,1
Karamu ni mbaya sana na imejaa tuli,0
ubora wa sauti,1
Kifaa hiki kidogo kimebadili uwezo wangu wa kitengenezo na kufanya maisha yangu yawe rahisi zaidi,1
Mimi nilikuwa nimeketi ndani ya gari langu huku kitanda kikiwa juu ya mshipi wangu na kichwa kikipoteza ishara,0
zilipigwa kwa ghafula kwenye simu,0
hufanya kazi kama hirizi inayotangazwa,1
Maisha mazuri ya betri,1
habari zao katika los Angerea ni mbaya sana,0
Kibonyezo kizuri kisicho na waya,0
chaguo la kikuza - sauti ni kubwa sana kwa taa hizo kuwa zenye kuvutia sana,0
jambo pekee ambalo nafikiri lingeweza kuboresha ni sauti inayotoka kwenye kichwa,0
kwanza kutoka kwenye vidimbwi vya kupangusia maji ni hajawahi kamwe kuwa na zaidi ya baa 2,0
simu huwa moto sana,0
maikrofoni pia hufanya kazi vizuri lakini kwa mujibu wa watu nimeita inarembesha kila kitu,1
Ubuni na ubora mzuri,1
Pia ikiwa simu yako inaangushwa kesi hii haitaihifadhi inapoangushwa chini,0
Ni rahisi kutumia na kupokea na kupitisha kwa urahisi sana,1
njia isiyofaa ni kubwa mno,0
Haikuwa nzuri kama miaka yangu ya 11,1
Kifaa chenye kutisha,1
Kutumia pesa vibaya,0
Nilikuwa nimeagiza kebo ya data ya motaola imalizike sana na bidhaa ya kufanyia kazi,1
Penda simu hii,1
Nilikuwa nikitafuta kifaa hiki kwa muda mrefu na sasa kwa kuwa kikuza - sauti hicho kingeweza kuwa chenye furaha zaidi,1
nikiwa mgonjwa na kichwa changu kianzapo kulia bila sababu,0
picha ni bora na kamera ni nzuri kama ile ya mwaka huo,1
Maisha ya betri ni mazuri pia,1
ile simu mbaya zaidi iliyowahi kupatikana ilikuwa na simu hiyo kwa miezi michache tu,0
si kitu kizuri kilichofanya kazi kwa muda fulani kisha kikaanza kuwa na matatizo katika mashine yangu ya kubadili mashine,0
Haya ni maneno yanayokera sana na pia yanaumiza masikio yangu kama ninajaribu kusukuma sikio ndani ya sikio langu,0
inalinda simu kila upande,1
Hii ni simu ya wastani yenye mfumo dhaifu wa betri,0
anga lisilo na mawingu huita urefu wa muda mrefu wa maisha ya betri,1
Teknolojia ya soyoy hunyonya,0
kifaa cha mkononi bila malipo,1
unaweza hata kupiga picha za nje zikiwa baridi sana,1
Tatizo sawa na lile ambalo wengine wametaja,0
"baada ya kujaribu vifaa vingi visivyotumia umeme, hiki ndicho hatimaye hufanya kazi vizuri",1
Msaada wa kimzungu,1
Kipande kilicho kibaya zaidi kilichowahi kufanywa pamoja na huduma ya wateja ya verizon,0
Sifa mbaya ya sauti,0
simu bora zaidi sokoni,1
ilikuwa na matokeo sana,1
Kampuni ilisafirisha bidhaa zangu upesi sana na kufanya kazi vizuri,1
Hasa nilichotaka,1
azimio la picha liko chini sana ya kile ambacho simu nyingine zenye kulinganishwa zinatoa leo,0
Hakika huku bila ya shaka ndiko kufuzu kukubwa.,1
Bidhaa bora kabisa ambayo nimeridhika sana na ununuzi,1
Nawapendekezea watu hawa na kuwatia moyo wajaribu,1
Ni bora kuliko hayo mnayo yatarajia.,1
Kwa kutumia vifaa vyote vya masikio kushoto au kulia jambo hili halitabaki kwenye sikio langu,0
Bidhaa na bei kubwa,1
yasikika kuwa yenye bei ya kiasi na yenye matokeo kwa kadiri hiyo rahisi,1
bado anasubiri kwa uhakika kwamba kitu hiki kitafanya kazi vizuri kama nitakavyopata kukirekebisha,0
hilo ni jambo lenye kuvunja moyo sana,0
Utumishi wa haraka sana,1
Bidhaa bora kabisa kwa bei,1
amependezwa sana na picha hii ya kichwa,1
Usipoteze pesa na wakati wako,0
Ninapenda hasa maisha marefu ya betri,1
yake ya kipumbavu sana ili kulazimika kuendelea kununua waendesha - magari wapya vibebeo vya vifaa vya kuchezea masikioni na vifaa vya gari kila wakati simu mpya inapotolewa,0
ni kazi kubwa,1
Bidhaa bora zaidi za rangi ya bluu,1
Imekuja kutoka verizon kwa sababu cingulair ana simu nzuri zaidi za mkononi kitu cha kwanza nilichoona ni huduma mbaya kwelikweli,0
mgonjwa anatafuta kifaa kipya cha sikio,0
ipendekeza sana kifaa hiki kwa kila mtu,1
Enzi ya taya ni yenye kutisha pia,1
Tulipata betri nyeupe ya rangi ambayo hufa baada ya saa mbili za awali kutumiwa kwa juma moja lakini bado hudumu kwa muda mrefu kuliko mahali pa kuishi,0
baada ya mwaka mmoja betri ilikufa kabisa kichwani mwangu,0
Nimetumia simu kadhaa kwa miaka miwili lakini hii ndiyo bora zaidi,1
utafutaji mpya wenye kustaajabisha wa vuli ya 2000,1
Hii ndiyo simu ya kwanza kutengenezwa kwa bei rahisi sana,0
Si vizuri kusikia sauti chafu na ni lazima upige mayowe unapozungumza,0
plastiki hukatika kwa urahisi sana kwenye kipande hiki,0
Bei ni nzuri pia,1
Usifanye kosa hilohilo.,0
oh na nilisahau pia kutaja athari ya ajabu ya rangi hiyo kwenye simu yako,0
Na zinazo kwenda kwa wepesi.,1
Pia eneo ambamo kikosi changu kilivunjika halipendeki sana ile kamba ya sumaku,0
Kwa ujumla mimi huwa na nia ya kuwa na simu ambayo ina miadi yangu yote na mawasiliano yangu na kupokea ukaribishaji mkubwa,1
kila kitu kwenye simu kinafanya kazi kikamilifu.,1
Habari nyingine kuhusu sura hii ya simu ni kwamba kwa kweli huonekana kama bland hasa katika namna zote nyeusi,0
Kwa kweli ni rahisi zaidi kwake,1
sanyo ameokoka maporomoko mengi ya maji kwenye paa nyeusi bila athari mbaya,1
Vipaza - sauti vyenye kuvutia vya sikio,1
linapata simu yangu ya mkononi mara tu niingiapo ndani ya gari,1
paper size,0
Napendekeza sana simu hii ya mkononi yenye bei ya juu,1
lakini unapata furaha na uwazi zaidi kuliko simu yoyote ile iliyokuwa nayo awali,1
Onyo litoweke!,0
Laiti ningerudisha fomu hiyo na kurudisha pesa zangu,0
kifaa kidogo hufanya kazi nyingi sana,1
Nilikuwa nikiizungumzia kwa muda wa saa 1 12 na betri ingekaushwa kihalisi na kufa,0
Kama huoni jambo hilo kuwa baya sana kwa kuwa tena kiungo hicho huja na sikio moja tu lisiloweza kupendekeza hilo kwa mtu yeyote,0
Aliudhika sana,0
Huenda nimerithi kasoro lakini hatungeweza kuinunua tena kwa sababu ya ubora wa jengo pekee,0
walifanya kesi hii iwe ndogo sana na ni ngumu sana kuweka,0
Nilirudisha simu yangu kwa ajili ya maonyesho mapya,1
Ningependekeza ninunue mfululizo wa jabra jax10 ambao hufanya kazi bila dosari pamoja na moto q,1
Niliipekua mtandao wa intaneti na kupata kwamba hii ndiyo thamani bora zaidi,1
halifai,0
Nimefurahia sana bidhaa hiyo,1
ukubwa wa kiwambo ni wa sehemu ya juu iliyo pana iliyo na taa za kutosha na ubora wa kamera ni bora sana kwa simu ya kamera,1
hapa hakuna jambo lolote baya ninaloweza kusema kuhusu kichwa hiki,0
ifurahie sana kupata bidhaa hii kwenye amazon ni vigumu kuipata ikiwa imeuzwa kwa bei ya juu,1
Kubebeka na kufanya kazi vizuri,1
Mfanyakazi mwenzangu ninapata pesa kidogo sana kwa ajili ya mapokezi lakini onyesho ni zuri sana,1
Hata niliipindua kabisa kabla ya mimi kwenda kulala na kung'oa jino la buluu na wfi na kugundua kwamba lilikuwa na sehemu 20 tu iliyosalia asubuhi,0
Pia ove alikuwa na matatizo na simu ikisoma kadi ya kumbukumbu ambayo sikuzote mimi huizima kisha huizima tena,0
si nzuri unapovaa kofia au miwani ya jua,0
Bidhaa zilizosafirishwa kwa wakati unaofaa na zilizo bora,1
keyboard label,1
Imetengenezwa vizuri sana na hufaana kabisa na gx2 yangu,1
simu mbaya sana,0
Sehemu isiyo na betri,0
tungeyapendekeza kwa wengine,1
Punguza programu za kompyuta kwa kutumia kompyuta yangu,0
Alivunjika moyo,0
sauti mbaya iliyo wazi,0
betri hufanya kazi nyingi sana,1
Hawatoi wanunuzi wenye majuto juu ya hili,0
amekatishwa tamaa sana kwa kutumia kiseyeye,0
Nagundua kuwa hii haina udhuru na hivyo labda itarudisha simu hii na labda kubadili wabebaji,0
mwenye sura nzuri na mwenye nguvu,1
Nilikuwa na huduma ya gari kwa miaka 2 au 3 sasa na ninaifurahia sana,1
Utaratibu wa kuweka habari mpya ni mgumu na wenye kuchosha,0
Kukatishwa tamaa na chuki yoyote inayoingia katika sikio langu,0
Programu muhimu za kuendesha motabolas,1
safari hiyo ilichukua muda mrefu,1
Ni rahisi sana kutumia,1
Kutostarehe katika sikio usitumie kwa kutumia lug vx99 env,0
kiasi cha sauti kikirushwa kutoka kwenye kizio hicho hadi mahali ambapo hapajulikani,0
lina shtaka kwa muda mrefu ni lenye kustarehesha chini ya hali ndefu za kuvaa na ubora wa sauti ni mkubwa sana,1
"Zinazo kwenda, kisha zikajificha,",0
kibodi inafaa sana na ni imara vya kutosha kutotarajia matatizo yoyote,1
Hata hivyo ni vigumu kuelewa gharama za veriz hata ingawa mipango yao ya kwanza ni sahili,0
baada ya kutumia betri hizo usiku kucha kunakuwa na matokeo makubwa,1
Ndio sasa tena? Na nyinyi mlikuwa mkiihimiza.,1
Ninaipenda simu hii,1
○ hali ya kukata tamaa,0
si mtumiaji mwenye urafiki,0
Kwa kusikitisha uwezo wa kujua hasa unapokea simu ni jambo la maana sana na simu hii ni yenye kusikitisha kwa habari hiyo,0
Kisha nikabadilishana simu ileile hata ile iliyokuwa na tatizo hilohilo,0
Hii hutokeza simu ikiwa imekwama kwenye sohani au bubu,0
Miamba hii ya pida,1
Ni kubwa mno kuweza kutumiwa kama kifaa kidogo chenye umbo la mvyauso na chenye ubora wa hali ya juu katika sehemu hizo,1
Bila shaka ningependekeza jabra bt250v kwa ajili ya wale wanaotafuta faraja na bei kubwa,1
Nilikuwa na verizon miaka 2 iliyopita na nilifurahia sana utumishi wao,1
Sehemu maridadi ya takataka,0
Uzi wa kuunganisha vitu ulikuwa na ukubwa usiofaa,0
hufanya kazi kama inavyoelezwa,1
"Isipo kuwa fedha zenu, na mali zenu kwa miezi 11 sasa",0
nunua vitu vibaya,0
likiwa limeridhika,1
kelele ya bose kufuta ni ya kustaajabisha sana kwa mpita - njia,1
Hakika betri hii ina faida kubwa.,1
Sipsi yenye kasoro,0
"Laiti nisingeli mfanya fulani kuwa nyota,",0
Imevaa miwani na inafaa pamoja nayo,1
ubora wa kifaa hicho haukubaliki ikiwa uko katika eneo tulivu sana ukaribialo kusikia chochote,0
Singependekeza kitu hiki kwa mtu yeyote,0
holi iliyowasili haikulingana na ile picha katika tangazo,0
Matatizo makubwa sana,1
kama vile pitiaji la awali lililoonekana katika chombo hiki na hakuna chochote kinachotendeka,0
Picha hii ya simu ya chura inavutia sana na inavutia sana,1
hujui kamwe ikiwa uliisukuma kwa nguvu vya kutosha au kwa wakati ufaao kwa ajili ya kazi unayotaka au usiyotaka,0
sauti iko wazi na watu wanaizungumzia wanashangazwa na sifa hiyo pia,1
"Nilinunua kisanduku cha alumini kwa ajili ya shoka langu jipya la mnazi na kilikuwa kimefanya kazi vizuri kweli kweli kweli, kimelinda mkono wangu hadi sasa",1
Bidhaa nzuri sana iliyotengenezwa vizuri,1
Ni lazima vifaa vya simu za mkononi viwepo,1
Nimevutiwa sana na kazi iliyofanywa na burola kwa nguvu za simu hii,1
Nilipokea amri zangu vizuri ndani ya wakati wa usafirishaji wa kila kitu kilikuwa na utaratibu mzuri wa kazi na kwa ujumla mimi husisimuka sana kuwa na chanzo hiki,1
simu ni imara na haiwezi kupenya maji,1
Sipendezwi na jambo hili na nisingependekeza kitu hiki kwa mtu yeyote,0
lalamiko langu pekee ni lile kiasi cha sauti cha kiwango cha chini hata kinapotolewa hadi 5% 5,0
Shukrani kwa amazon kwa kuwa na vitu ambavyo ni vya lazima kwa ajili ya bei nzuri,1
Kisha ninaisukuma kwenye ukingo wa suruali au mifuko yangu ya nyuma,1
Ilinibidi kwenda dukani na kununua simu mpya ya nokia ambayo inafanya kazi vizuri,1
ni kazi kubwa,1
sura mbaya kwelikweli,0
Ilinibidi kubadilisha mara 3,0
Ngao ya kelele haiwezi kubadilishwa,1
Hakuna maendeleo halisi,0
Rundo zuri la betri,1
Endeleza kazi nzuri ya amazon,1
Nao huku wanazuia msaada.,0
Kwa kusikitisha ni rahisi kwao kuwagusa bila kukusudia kwa vifungo vya kugusa - gusa kwa wororo ukigusa simu usoni mwako bila kukusudia unaposikiliza,0
kwa hiyo kwa msingi nilitupa pesa zangu nje ya dirisha bila kitu,0
Kesi kubwa na bei,1
Kilichochukua tu kilikuwa tone moja kutoka sentimeta 6 hivi juu ya meza ya jikoni na kilipasuka - vunjika hakivutii na sicheki,0
Tarehe ya buluu ni nzuri siku chache zilizopita niliiacha simu yangu ndani ya buti nikapiga simu na kuendeleza mazungumzo bila kamba,1
Safu ndogo maridadi yenye kupendeza iliyo na nafasi ya kutosha ya kuhifadhi vitu,1
sikio huingiza sauti moja kwa moja ndani ya sikio lako na huonekana kuongeza sauti na uwazi,1
Hakuna hata moja ya mambo mapya ambayo yamepata kufanya kazi vizuri,0
Nafurahi kwamba iinunue,1
Ziara nyingi ambazo hazijatimizwa kwa sababu hiyo,0
Labda simu yangu ina kasoro lakini watu hawawezi kunisikia ninapoitumia,0
Usinunue bidhaa hii,0
Kunyonya sehemu kubwa ya bidhaa hiyo hakufanyi kazi kwa simu yangu,0
Kutobadilika - badilika kwa hata kuropoka hakungeweza kuwa na furaha zaidi kwa mtoto wangu mpya kwa sababu ya droid,1
Programu zilizo mbaya zaidi zilizowahi kutumiwa ikiwa ningezipa nyota hizi sufuri,0
Kujaribu kuwatembelea watu hao ni mazoezi ya kufadhaika,0
Hicho kisa ni kipande dhaifu cha plastiki na hakina ulinzi wowote wa mbele au wa kando,0
Nilikuwa na kifaa cha kuchezea cha jambara na nilifurahia sana lakini ubora wa sauti ambao hasa ulikuwa ukitokeza sauti hiyo ni bora zaidi,1
Naipenda kamera sifa yake nzuri sana,1
Asanteni kwa utumishi huo mkubwa,1
Kabati lake lote,1
muuzaji ni mwenye uelewevu sana na mwenye subira ni lazima ninunue kutoka kwao tena,1
Ninampa waya 1 nyota atawasiliana na kingularatt na kuwajulisha zoea hilo,0
Unao babua ngozi ya kichwa!,0
Bidhaa kubwa kwa bei,1
Nimenunua vitu hivyo kwa ajili ya familia na marafiki na wote wanafurahia jinsi wanavyovitumia kwa njia rahisi na yenye kueleweka,1
Miamba hii midogo isiyo na waya na pia simu hii ya bei rahisi,1
Hakuna kitabu chochote kinachofanya kazi ambacho hakinunui,0
Sauti ya chini yenye matope na kibweta kilichozungushwa na waya kilikuwa na nguvu nyingi sana na kiliteleza,0
Tafadhali usipoteze pesa zako,0
wote wakitosheka na ununuzi huu,1
Ikiwa unatafuta kifaa bora cha kuchorea cha burola endelea kukitazama,0
"Hata hivyo, wataalamu wa mimea wanaendelea kutumia mbinu hiyohiyo yenye kasoro",0
Matokeo yenye kutofautiana,0
Muundo mgumu,0
Jambo kuu lilikuwa kazi nzuri zisizo na matatizo yoyote na wakati ulikuwa mchache kuliko ulivyotazamia,1
Bidhaa kubwa,1
kipande chake cha kokoto,0
Jambo lililonipata lilikuwa kichwa changu cha nne cha rangi ya buluu na wakati kilikuwa chenye kustarehesha zaidi kuliko jastra yangu ya mwisho ambayo nilichukia,0
Hilo latatua matatizo yote,1
Mbaya zaidi,0
Nina furaha sana,1
Ilikuwa vigumu kupata mtandao wa intaneti ukipakua alama za mviringo au kufanya kazi yoyote ile,1
Ni vigumu sana kusikia na sikuzote ninasema nini,0
betri haikubaliki kabisa,0
Hakika haya ni mambo ya ajabu!,0
hufanya kila kitu kilichosemwa kingefanya,1
Kwa sababu ya tukio hili katika kila ziara i ililazimishwa kuacha kutumia kichwa hiki,0
hufanya kazi vizuri kwa mtoza - gari hasa ikiwa huwezi kuunganisha viunganishi viwili kwa wakati uleule,1
Msaada wangu wa tekinolojia ya verizon ulipitia taratibu chache ambazo hakuna yoyote iliyofanya kazi na mwishowe ikanibidi kufanya kazi upya ngumu ya kufuta data zangu zote,0
sauti yenye nguvu iliacha kulia,0
huwa na sauti ya juu zaidi kuliko msemaji mwingine yeyote wa ukubwa huu ni mdogo sana hivi kwamba walio wengi wangefikiri sifa hiyo inakosekana hata iwe haina thamani gani,1
iliyo bora kuliko walivyotarajia,1
hahisi vizuri anaposafiri na vifungo hivyo hufunguliwa hivi kwamba ni vigumu kuvisukuma,0
betri inashika vizuri,1
"Pia, ni vigumu kutumia dawa ya kulevya kupendekeza kuepuka bidhaa hiyo",0
Niliitumia tu siku mbili na haikuwa rahisi sikuzote kusikia,0
Nikapata msimamizi wa gari na hata baada ya juma moja shtaka hilo liliingia ndani na kuanza kuvuta sigara,0
Mteja wa mbio za masafa marefu akitoa huduma mbaya sana za wateja,0
iliyounganishwa na simu yangu bila jitihada,1
Bali wao wanakakamia tu katika jeuri na chuki.,1
rahisi kutumia,1
ni bora kuliko mpya,1
kile kilichonifanya niwe na mawazo ya kupata takataka hii isiyo na maana yoyote,0
takataka,0
bidhaa nzuri,1
hii ni simu kubwa,1
kwa bei ya amazon ni bidhaa nzuri sana ambayo ningeipendekeza sana,1
Utafiti wao na mgawanyiko wao wa maendeleo kwa wazi wajua kile walichokuwa wakifanya,1
muuaji halisi ni kiasi cha sauti na bila shaka kinavunjika,0
Simu hizo zinafanya kazi vizuri sasa,1
Ninapendezwa sana na bidhaa hii,1
Ujenzi mbaya,0
Kufanya hivi kunachosha,0
"Kwa ujumla, ningependekeza simu hii kwa ajili ya mtu huyo mpya",1
Shtaka la mbio za kasi la utumishi huu,0
Si ghali na yeye huhisi na kuonekana kuwa wa bei ya chini,0
Unapatana na sikio langu na unastarehesha,1
halifanyi kazi europe au astia,0
Funga mshipi huo kwenye mshipi wako kutakufanya uhisi kwamba umeinuka kwa senti 50,1
Ni kana kwamba ni ubuni na sura ya jabra akipigapiga vichwa vya masikio na 5020 ni nzuri sana kuweza kuvaa muda wa saa 24 kwa siku bila maumivu katika sikio,1
Nilishangaa kuona jinsi betri mbili za awali za simu za mkononi zilivyowasili haraka na sehemu ndogo ya bei yake,1
ile simu mbaya zaidi kutoka samsungcrap hii srapy samsung e715 ndiyo mbaya zaidi ambayo nimepata kuona,0
wakili huyo alifanya kazi kwa juma moja hivi kisha akaacha kabisa kunishtaki kwa simu,0
Bidhaa duni,0
Hata hivyo mimi nilihitaji maagizo bora zaidi,0
