review,note
Shop chú ý kiểm tra kỹ hơn,0
Giao nhầm hàng,0
Chất lượng sản phẩm rất kém kkh giong hình mỏng tanh,0
Màu trắng ngà chứ ko phải trắng sáng như hình,0
"Chất lượng sản phẩm rất tệ, không như shop mô tả, không giống hình và video",0
Hàng y hình nhug ship hơi cao shop nhé,0
hàng ko đẹp lắm.khác so với hình,0
"Áo sờ cũng hơi cứng, ko đc mềm mịn cho lắm",0
Đóng gói sản phẩm tạm được,0
Đặt màu đen giao màu ghi,0
》Giao hàng nhanh,0
Từ màu đến kiểu dáng đều k đạt,0
Chất sơn in lên áo k đc đẹp,0
Chất liệu khác hoàn toàn so với hình,0
Áo đẹp mà giao lau quá,0
Rất tệ,0
Sao giống 100% đc,0
tay áo quá dài,0
Tôi chọn mài khác tại sao lại hai mài giống nhau,0
Vải mỏng à nhỏ nữa,0
San pham 0 giong hang da dat vi the so mua do tren mang luon,0
K như hình chán,0
Sản phẩm đóng gói sơ sài...chất lượng hàng không tốt,0
Thời gian giao hàng chậm Đóng gói sản phẩm kém...size 40 như size 38 vay..mang ko vừa..,0
"Túi bị méo mó nhìn mà buồn mặc dù túi đẹp, y như hình",0
Mình mua size M mà áo giống size XL hơn,0
Hàng giống hình,0
Hôi kinh khủng,0
Giao hàg chậm,0
Màu xanh than chứ ko phải tím than,0
Ko đáng bao nhiêu tiền nhưng cực kỳ ghét cách làm việc của shop,0
Gọi điện bảo hành ko bắt máy,0
"Mới giặt mới mặc 1lần mak mak đã bug dãn len, đứt máy sợi thun từa lưa r",0
Tầm 1m65 mới vừa được😫,0
Size hơi nhỏ so với mình nghĩ,0
Nút tắt k ăn,0
"Shop phục vụ kém, chậm chạp",0
Sao t nt cho shop nhưng gửi tn đi đều báo lỗi,0
Mong shop lần sauomo tả rõ hơn,0
Thức ăn đểu hay sao mà cho ăn mỗi lần chẳng thấy kiến đâu nữa. :(,0
Hàng ko giống hình,0
Đường may k cẩn thận có vài lỗi,0
"Sp phù hợp vs dưới 50kg, chất vải tạm đc, giống hình nhưng k long lanh như hình",0
Hơi dày,0
Đặt màu da nhưng giao màu hồng,0
Nhận hàng mà ngỡ như mình bị lừa,0
Vải hơi xấu xứng với tiền bỏ ra,0
Đường chỉ may k chắc chắn,0
Chỉ tội nhận hàng hơi lâu,0
Dây hơi dài,0
Còn bị rách,0
K đẹp như hình,0
Rách ngay phần cánh tay,0
Mang tiếng Sale chứ cũng chỉ phù hợp vs giá tiền 29k,0
Shop tự lấy kéo cắt nên áo quá ngắn,0
Người bán k nhiệt tình,0
Vải thô hơi cứng,0
Mặc dễ xù,0
"Len thô wa, màu xấu, k giống hình",0
Mua chủ yêu vì hộp phấn mắt mà giao màu xấu kinh khủng,0
So vs tiền là ko đáng.nít khác hình,0
"Xin lỗi shop nhưng mà sản phẩm quá tệ, đóng gói ko cẩn thận, áo thì đường may kém, may xiên sẹo còn có chỗ ko thèm vắt sổ, dáng áo thì tệ khỏi nói, vải thì khi giặt phai tùn lum hết cả",0
"Sim xài được 3-4 ngày bắt đầy yếu xìu , chỉ nhắn tin bên messenger được chứ kh lướt fb instagram hay youtube được , quá thất vọng về shop :((",0
2 size S + L khó chọn lựa. 52kg mặc size L rộng thùng thình - đổi thành áo khoác,0
Giao ko đúng màu còn sai kích cỡ.thất vọng ghê,0
Mình đặt màu hồng nhưng lại giao màu da,0
Shop ơi,0
Lớp nỉ bên trong hơi mỏng,0
Chất lượng sản phẩm rất kém Thời gian giao hàng rất chậm Shop phục vụ rất kém,0
Shop gửi nhầm mùi ah,0
Shopee nói đưa ra bằng Nhưng shop gọi điện nhưn ko làm theo như đã hứa Sau 24 khi trao đổi ko có lý do hợp lý. nếu cho -10* tôi sẽ dành tặng shop bạn,0
"Vải mỏng, shop giao hàng mà ko đối chiếu đơn hàng của khách hàng dẫn tới việc giao ko đúng size khách cần",0
Chất thô cứng mặc ngứa khó chịu,0
Hàng k ứng lắm,0
Quần rất to,0
"Quai áo, đường may Không đẹp như áo xuất nhật mình đã mua, cùng giá chưa sale",0
Chat luong san Phàm rat kem,0
Đóng gói sản phẩm rất đẹp và kĩ càng,0
Áo màu không giống hình form nhỏ,0
Thái độ nói chuyện với khách chua chát,0
Đắt,0
Vai cứng Mac k eo,0
Quá thất vọng,0
Mình vốn dễ chịu nhưng k ưa cái cách phục vụ này,0
Tgian giao hàng lâu,0
Bị lan màu,0
Váy k đc nhue mong muốn,0
Chất lượng sản phẩm rất kém Đóng gói sản phẩm rất kém Rất không đáng tiền Shop phục vụ rất kém,0
Nhắn tin đã đọc nhưng k thèm trả lời,0
giày kém,0
hàng rất tệ,0
Mua phí tiền Chất lượng sản phẩm rất kém,0
Ren mỏng mau rách,0
Thời gian giao hàng rất nhanh tuy nhiên phần gót sau đi bị đau chân,0
Shop nên chú ý hơn cho những ng mua sau,0
"Thời gian shop chuẩn bị hàng rất lâu, áo len mỏng, chất lượng không giống hình",0
Hàng k đúng mẫu,0
Áo đẹp nhưng chọn size nhỏ nhất mà mặc vẫn rộng mong là shop sẽ có nhưng size nhỏ hơn,0
Hàng nâu cam nhưng hình ảnh quảng cáo là xám cam,0
"Len hơi khô hồ, ko dc mềm",0
Chủ shop tư vấn rất nhiệt tình,0
Hình ảnh hàng giao và trên bài đăng hoàn toàn khác nhau,0
Màu không giống hình,0
"Lần sau thiếu hàng shop nên nt với ng mua trc , chứ đừng tự ý gói tiền, m mua đủ hàng vì muốn mua cái giá treo này vậy mà ko có",0
Áo K dẹp xấu,0
Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sp kém chất lượng,0
Vừa măc đã bị xù lông,0
Khăn mỏng khg giống hình,0
Áo trật,0
Làm ăn không có tâm,0
ko giống hình hủ dơ ko đẹp,0
"Vải mỏng quá ạ, và dáng quần không đẹp ah, mặc khó coi lắm ý. 😰",0
Áo lúc nhận .khác xa so với ảnh mẫu .logo bé tí .chất áo ko đẹp .nhắn tin cho shop về hàng lúc nhận ko thấy phản hồi lại .thiéu trách nhiệm .tóm lại là ko có lần 2,0
Màu sắc ko đẹp như hình,0
Nhắn tin hỏi 5 lần 7 lượt thì mới bảo hết size trong khi giày mình gửi ra đổi thì họ đã nhận được rồi,0
"Áo không đẹp, khác màu trong hình",0
Ao len vat bau ko nhu anh mau.ngan cun con,0
Shop lưu ý size cho chính xác,0
Xấuuuuưuuuuu,0
Nhưng phần đệm ngực bị xẹp mất form,0
Thất vọng,0
Shop làm việc k chuyện nghiệp bảo 2áo trắng lại gửi áo trắng với áo đỏ,0
"Shop phục vụ rất kém, cố tình gửi sai hàng cho khách, bán hàng ko tâm đức",0
Bị rách 1 tẹo,0
Giao thiếu,0
"Áo giặt nước đầu bị ra màu , không sử dụng được",0
Sản phẩm ko đẹp như hình,0
k đẹp cho lắm,0
"Chất lượng sản phẩm kém, chi tiết đế bị rỗ nhiềuL",0
chất không đẹp lắm,0
Chất vải mặc nóng,0
Áo xấu đường may cẩu thả,0
Tôi không hài lòng,0
Bàn mỏng và thấp hơn so với bàn làm việc trung bình,0
Quá thất vọng,0
Đặt đen giao vàng mà chất vải với form cũng k giống,0
Áo không giống với ảnh,0
chưa khi nào mua hàng mà thất vọng như lần này,0
"Phí ship cap, mua hàng trên 200 mà vẫn mất phí",0
Hoodie thì vải quá mỏng😑,0
Cap vay mong,0
"Quần màu sữa nhưng túi màu hồng trông lộ , siêu rộng mua 2 cái chắc cắt thành quần lửng :))",0
Sp quá tệ,0
Chất xấu và mỏng,0
Mình đang đánh giá thái độ phục vụ của shop nhé,0
Vải xấu mỏng ko đẹp cho lắm,0
Gửi về là váy sơ mi bình thường,0
Giao hàng lâu!,0
Thất vọng,0
Nhưng mua 2c lại cái dày cái mỏng,0
Nhưng liên hệ người bán thì dùng dằng mất thời gian không chịu giải quyết,0
"Chất len rất xấu, không như mong đợi",0
hang wa dỡ,0
Giao hàng cực lâu,0
Mặc ngứa ngáy khó chịu như bị kiến bò,0
"Đường may kém, dễ sút chỉ",0
"Giao hàng ko đạt, nt ko thèm trả lời, lúc mình đặt thì nhiệt tình lắm đến lúc hàng kém thì ko thèm tl, ít nhất cũng phải xin lỗi khách hàng chứ",0
Shop làm việc thiếu trách nhiệm,0
"Chất tạm được nhưng lưới k giống như hình , về mặc hở cả ngực",0
Shop gói hàng kh cẩn thận,0
Vải đơ cứng ko mềm với cả dáng áo ko đẹp,0
Nt thì kêu mặc rộng như mẫu mặc,0
😂😂😂 Hình như hết hạn r vì màu bị đậm lại mùi thì nồng vl,0
Sản phẩm xấu lắm ko mặc dc s mà rộng phải cho người kg mới vừa,0
"hàng đẹp,mỗi chất liệu vải kém...nói chung..bé thích là ok rồi",0
Giao sai màu đã đặt,0
Và MÙI CỰC KÌ NỒNG ko thơm tí nào cả,0
Không đung size,0
"Quần nhìn rất hời hợt, rất bé, đằng sau khi mặc thì lọt khe",0
"cổng tai nghe 3.5 đằng trc cắm k nhận , mặc dù đã cắm đúng dây vô main",0
Ngắn và mỏng,0
"cho viên tẩy vào xong bồn cầu ""nguyễn y vân""(vẫn y nguyên)",0
Cái áo trong hình thì dài:))mà giao như áo nửa lưng:))thất vọng:)))))Ae đừng mua nhé:)))Buôn bán cho đàng hoàng vào:))Shop bán như QUẦN:))),0
Mn lưu ý khi mua hàng của shop này,0
"Ghi màu đỏ nhưng giao cam vàng, màu ngoài rất chóe",0
Quá tệ,0
Vải bình thường,0
Shop giao sai màu đặt trắng giao đỏ,0
Đặt mua 4 lót gót để dán chống rộp gót cổ chân thì gửi 4 lót đế bàn chân,0
Hàng k đc rộng như trong hình,0
K giao màu đúng như mình đặt,0
Hàng kém chất lượng Đóng gói sản phẩm rất kém,0
Áo size to quá không mặc được,0
"Hàng đẹp, ảnh chụp ảo, hàng thật xấu hơn hình chụp",0
Shop như cứt ý,0
Tay Áo k dài như hình,0
Áo len mềm đẹp nhưng ra màu kinh lắm,0
"Rất không đáng tiền, áo quá mỏng, mực in dỏm, hàng kém chất lượng",0
"Váy mỏng, giặt bị phai màu rất nhiều",0
"Chất lượng sản phẩm rất kém đóng gói thì ok, tôi khuyên các bạn ko nên mua sản phẩm này",0
Mình phải gia cố lại rồi dùng làm bàn ăn,0
Sản phẩm đẹp nhưng kích thước không giống hình,0
Chất lượng sản phẩm rất kém. kho mực bị lên móc cũ và hôi k ngon,0
Mẫu áo quá tệ,0
mua 10 cái mà shop ko bỏ đủ màu,0
Nhỏ xíu như đồ chơi em bé v,0
Màu tối hơn hình,0
Bị lát hộp nhìn k đẹp mắt,0
Làm ăn mất khách,0
Vì 1bộ phai màu mà hư 1đống đồ luôn,0
Rất không đáng tiền!!,0
Không giống như sản phẩm đã đặt như đồ chơi vẹy ák 🤬🤬🤬,0
Cổ rộng,0
Bé lớp 1 đắp còn sợ quay ngang hở lưng,0
Mình mua 2 gói 5L tổng cộng là 10L nhưng mà có cảm giác là lượng cát lại ít hơn 1 gói 10L của Me-O,0
"Sp giao k đúg hình ,",0
Đồ bị lỗi,0
đặt 2 giao 1,0
M nhận hàng rồi sao k đc nhận xu z shop,0
Hàng nhận ko giống bài đăng,0
Chất lượng sản phẩm rất kém hàng quá tệ đặt màu hồng mà gửi màu mắm ruốc thất vọng,0
"Nếu k mua về rồi mặc k vừa, họ nói tại mình k hỏi họ tự vấn chiều cao nữa nên lỗi do mình, k được đổi",0
Bảo kiểm tra hàng trc khi gửi mà như này đây,0
Chỉ có một lớp vải kaki mỏng với 1 lớp vải dù bên trong,0
Mỗi tội mùi hơi khó chịu,0
Ko giống trong hình giấy deo quá tệ ko đẹp kém,0
"Khẩu trang có mùi hôi, không đáng đồng tiền, khẩu trang quá mỏng, đóng hàng rách tùm lum, lấy một cái ra xem thử thất vọng chán",0
Tôi không thích,0
Keu gui 2 quan don mong mau den size L dem gui mau da size M k ai mac vua het lam an ky cuc qua,0
"Áo quá xấu, chất vải quá tệ, kg như hình chút nào",0
Giao hàng chậm chễ,0
Sản phẩm giống ảnh,0
chất lượng oke. shop giao thiếu vì hết hàng n k báo lại cho khách. khách nt thì k trả lời,0
"Phần bụng quá rộng luôn, nên mình phải đi bóp vào mới ôm sát được như vậy",0
Chất áo k đẹp lắm,0
42kg mặc chật trong khi drom 55 kg🙂,0
Giày không đúng size,0
Đặt hàng giao nhằm sp ib kêu đổi ko tl,0
Quần áo viền trắng mình giặt màu đen phai ra thành viền đen luôn,0
Không bao giờ mua shop này nữa,0
"Hk giống hình , k đáng tiền",0
vai ao xau vo cung . hoi han da mua . 😭😭😭😭😭 dung la mua lam . ban ko lam .,0
Vải mỏng và nhỏ hơn hình dung,0
mieng xop chui kha mong manh,0
Nhưng 1 bên túi quần bị may lại liền quần luôn,0
"Chỉ 1 cái vải mỏng, 2 cái hồng tím vải không mỏng như shop tư vấn",0
Váy k giống ảnh,0
k có hàng,0
Mỏng mặc xấu,0
Vải quần hơi thô,0
Thất vọng,0
tai nghe âm thanh rất kém,0
Mua hàng kiểu này thì rất khó để ủng hộ tiếp,0
"Hàng mới nhận váy đen bị rách 1 ít ở phần cổ tay, chịu khó may lại chắc cũng ok",0
Chữ in mờ khó đọc được...!!!,0
Giao hàng thiếu,0
Phải đi bóp lại mới vừa,0
Có gửi lại tiền hàng hết nhưng khách nhắn tin không rep lại,0
Quá thất vọng,0
Mình gửi tin nhắn shop onl mấy ngày mà ko hề rep,0
Chỉ kêu đưa mã cho tự tra,0
Hàng không còn nguyên vẹn,0
"M cao 1m58, 50kg mà mặc ngắn lắm",0
"Giao hàng nhanh, hơi rít mặt, cảm giác chống nắng chưa thật sự tốt",0
"Shop phục vụ kém, mua 2 gửi 1 tính tiền 2",0
Đường may ẩu,0
Sp quá tệ khác hoan toan với sp mà minh dat minh that sự rất thật vong từ nay ko mua sp ở shop nửa minh thay sp ở Lazda con tot hon nhieu,0
Có 1 sp bị dơ,0
K check đc mã vạch,0
Mua 2 áo kg mặc dc cái nào,0
Nhắc nhở shop thận trọng khi gói hàng,0
Qa te,0
khong ung y lam size mac qua rộng,0
Sau đó đưa mã hàng cho khách tự tra,0
Sản phẩm rách,0
nhu lon dung may ngay la hong,0
Chất lượng sản phẩm rất kém,0
Đều màu môi 1/5,0
Shop làm ăn quá tệ .,0
Chất lượng sản phẩm rất kém Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất không đáng tiền Rất không đáng tiền Thời gian giao hàng rất nhanh,0
Order size S ship M,0
Mình ở HN bảo mua 2 cái bảo đc free ship mà k được free. 2 cái 2 chất khác nhau vậy shop,0
M.n đừng mua o shop nay nua,0
Chất vải kém,0
Chất vải xấu quá,0
Dây đeo trên đầu ko chắc bị đứt ./ Chỗ để điện thoại ko chắc chắn,0
Giao thieu hang,0
Áo thì được nhưng shop làm ăn cẩu thả k đọc tin nhắn khách bảo đặt 2 áo khác màu đem ssi giao cùng màu thì cũng quỳ,0
hàng k giống hình lắm,0
Vai mong.duong chi may giong hang cho,0
2 lai áo may không đều,0
Rộng .k giống ảnh,0
"Shop bán sim lừa đảo ,in giấy đăng ki làm theo cú pháp DK gói vd89p ,mất 89k cuối cùng đăng kí cho số dt khác là sao ,làm ăn gì kì cục vậy",0
Khó lắp nắp bình và bình có mùi hoá chất rất khó chịu,0
Áo như hình :),0
minh bi do 1 hop khi gui,0
Sz S rộng hơn sz M kia shop ah,0
Đường may ẩu thả,0
Sản phẩm quá kém chất lượng thấp k giống hình,0
"Đóng gói khá kỹ nhưng khi bóc ra thì hộp đã bị mở bung như thế này rồi, còn không thèm đóng trả lại nguyên trạng trước khi đưa hàng luôn",0
Quá mỏng không giống hình,0
Chất lượng sản phẩm tạm được,0
"Áo mỏng, đã vậy còn có 2 chỗ bẩn",0
May bị dính vạt dưới,0
Đã nt yêu cầu shop gửi sớm vì có việc cần nhưng shop k tl,0
"Chất vải mịn nhưng mặc nóng vì kg có cotton, chất lượng tương đương giá tiền",0
Nhìn xót lắm luôn,0
K mặc nổi 😣😣😣 Shop phục vụ kém,0
Bị phai màu rất nhiều,0
Nghi sao đặt hàng với trắng giao 2 cai màu vàng bo tay.,0
Lần đầu tiên mua hàng thảm hoạ,0
Mua lần 2 nhưng đặt 1 cái shop gửi 1 cái khác,0
Túi hơi nhỏ so với mong đợi,0
Sp như lồn,0
Thái độ lại khách hàng khi ib hỏi,0
Mỏng lắm,0
Lại mất công đem đi giặt,0
Size nhỏ mặc ko vừa,0
Chất đẹp 😍,0
Nhưng chất liệu k như bên shop đã chú thích....😑,0
Không bao giờ mua habgf của shopee nữa,0
Ánh sáng tốt,0
Màu sắc sặc sỡ không như hình,0
Chất lượng sản phẩm k tốt,0
Hộp phấn đến tay thì vỡ tung toé hết:(,0
Vải mỏng chất lượng kém ko đáng tiền mua,0
Tiền nào của đó,0
"Vải khá mỏng và rất cũ, giao hàng khá nhanh",0
May ko đẹp,0
Lừa đảo,0
Giày của mình bị ố vàng nên hơi buồn shop ạ,0
Mình đặt 2 màu hồng 1 màu nâu mà shop giao 2 màu hồng 1 màu trắng,0
Form k chuẩn,0
"Chát lượng tai nghe quá kém shop ah,nghe tậm tịt cứ phải chỉnh dây suốt",0
Mà chuyển sang hồng nhiu hơn đỏ,0
Chất lượng mà bề ngoài nhìn k giống trong hình,0
có 1 chỗ bị đen nhỏ khi mới giao ở đg kẻ,0
Vải dễ nhăn,0
Mình đặt side M Mà giao side L,0
Shop phục vụ rất kém,0
sp tam duoc .Thời gian giao hàng rất nhanh,0
Quần xấu lắm 😂😂😂,0
"Hộp móp méo, bề mặt đàn hơi xước",0
TÔI RẤT THẤT VỌNG KHI TIN TƯỞNG SHOP :),0
Mặc tạm chụp ảnh thì chấp nhận,0
Quần Toàn bị xoắn trên bụng lại,0
"Mua 3 giao nhầm 2, trừ điểm shop",0
Đường chỉ cũng ko chắc chắn,0
"Giao thiếu hàng, rõ ràng bộ sản phẩm nhưng chỉ giao mỗi xịt khoáng",0
"Chất lượng rất bình thường, không hài lòng về sp Chất lượng sản phẩm kém",0
"Mình thắc mắc thì mình hỏi, bạn k trả lời cho đến khi mình huỷ thì bạn từ chối",0
"Moi người ảnh tôi đưa lên nè ,mặc có 1 lần chưa kịp giật thun dệt trên ren đứt hết trơn ,chắc đem quăng sọt rác chứ có giặt cũng ko mặc được nữa ,mấy cộng chỉ rơi ra là thun đứt đứt đó mm. shop này lừa đảo",0
"Shop giao thiếu hàng, nhắn tin bảo sẽ bù lại tiền nhưng chẳng thấy đâu, thái độ phục vụ ko tốt",0
Giao hàng siêu nhanh luôn ý :))),0
Váy không được phồng lắm,0
Giao hàg siêu siêu lâu,0
"San phẩm, ko chất lương",0
Máy hơi yếu xíu,0
"Chất nóng, cứng",0
- Không có vỏ bao đàn,0
áo i hình .vải hơi mỏng,0
"quá rộng,ko mặc vừa,đường may kém, đúng là deal 9k",0
Hàng nhận không giong hinh,0
Áo chật ngắn trong khi mình là người gầy,0
Lỗi xước ống kính,0
mỗi tội sản phẩm bị rách và may lỗi thôi,0
hơi thất vọng,0
Mặc bị co hết lên,0
"Bình sữa xinh nhưng khá to và nặng so với size 160ml, giao hàng chậm",0
Shop giao hàng áo bị lỗi nhưng nhắn tin hỏi đổi thì k thấy trả lời,0
Vải k đẹp,0
"Tả rất mỏng, ko đủ thấm",0
Mạng lúc có lúc không,0
"Dễ bám dơ, giặt thì khó ra",0
muốn đổi trả giao sai mẫu chán shop quá,0
Buôn bán không uy tín,0
Sai lầm khi mua quần áo trên shoppi .như rẻ rách,0
Không chắc có phải hàng mới không nữa,0
Màu ko giống ảnh Chất lượng sản phẩm tạm được,0
Shop phục vụ kém . giao hàng k đúng hình,0
Xấu thẩm tệ thậm tệ và ko đáng bằng đấy tiền m,0
Chất lượng sản phẩm rất kém Shop phục vụ rất kém Rất không đáng tiền,0
Chất vải không được đẹp như những mẫu áo đã từng mua của shop trước đây,0
Ai đánh giá 5 sao đều là người của shop à,0
"Áo k giống hình, giao sai màu",0
hơi mỏng,0
Nửa tháng có hàng,0
"Sp kém, ra màu",0
Tay áo to quá trời,0
"Nào ngờ về ktr lại thì phần tay áo của cái áo trắng đc cắt vuông vức thế này đây, mặc vào nhìn rất kì, kiểu như mới bit cắt may áo z @@ so sánh cái áo đen mình mua shop khác thì tay áo họ làm cong mặc vào rất đẹp..@@ hk bit cái này shop có cho đổi hk",0
"Nhận hàng song mà thất vọng tràn trề, màu son gì mà giống màu mắm ruốc lâu năm da bị hư, cũng may là mua lúc giảm giá 9k",0
không đúng size,0
Cái này giặt mấy lần chắc tróc sơn mặt trước ra hết quá,0
Chất lượng sản phẩm rất kém nhu giẻ lau nha lua gạt ko giống hinh,0
Hàng bẩn cũ rách,0
Không biết shop có sẵn hàng hay k nhưng thời gian shop giao hàng cho vdon rất lâu,0
Gjao hàng ko đúng mau dat,0
Áo chất hơi thô mỏng k mịn,0
Form áo nhỏ hơn so với kích cỡ thông thường,0
Monh shop có thể trả lời phản hồi nhanh hơn là đc,0
"Đưa cho cái dây ko giống trong ảnh, khác màu và rất mỏng manh, yêu cầu đổi dây khác ko giải quyết",0
Nói chung mang tiếng mua hàng chính hãng còn thua cả hàng xách tay,0
Sai màu bộ này rồi shop :(,0
Bán quần rách mà cũng bán đc đành,0
Đường may xấu,0
Áo chất thô ráp,0
Vải quá mõng,0
Giao thiếu hàng kêu trả lại tiền mà không thấy,0
Làm ăn gì kì vậy Shopee,0
"Đặt 6c size xxl thì lại giao 5c size xl, 1c size xxxl",0
Chất lượng sản phẩm rất kém không giống hình,0
"Quá rộng, như cái mền ấy",0
Áo vải quá mỏng,0
Tuy nhiên shop k support dù online thường xuyên,0
Tìm hết cái áo cũng k thấy chỗ nào ghi size,0
Chất nóng,0
K y ảnh,0
"Hàng như hình, nhưng chất lượng vải rất xấu, size áo quá khác so với khung kích thước",0
Mỗi tội áo bị chật,0
Size M ma be nhu size S,0
Chất lượng sản phẩm kém Không đáng tiề,0
Nhưng đóng gói hàng ẩu,0
"đặt quần jean sz M gửi 1 bộ đồ đen làm dẻ lau cũng ko xứng,đúng là lừa đảo",0
Đường may giữa hai màu không thẳng lệch mất khoảng 1.5cm,0
Form hơi nhỏ ạ,0
Ko ph nơ,0
"Vì tin tưởng là shopee mall nên đã thanh toán trước bằng thẻ, khi nhận hàng ngay cũng đã xác nhận ngay, đến khi khui hàng sau đó thì thất vọng quá về shop ạ",0
"Mặc bị dặm người, hơi ngứa í, sợi len bám vào quần đen cũng bẩn lắm @@",0
Buồn,0
"Jump này mình nhỏ con nên mặc hơi rộng, 42kg",0
Chất không phải 100% cotton và hơi mỏng,0
Day đan áo qa ngắn k đan dc het vô lỗ,0
"hàng bị vỡ, không sử dụng được",0
Makeup thời gian ngắn thì ok,0
"Nói chung quá thất vọng, mua về xong vứt xó chả mặc được",0
"Chất vải mỏng mình phải may thêm lớp lót, dù để bậy mặc cũng mát... hix",0
Mua 3 quần nhưng shop ship thiếu 1 quần,0
chọn cỡ L shop gửi lẫn cả XL. dặn ở ghi chú ko lấy màu vàng. shop vẫn gửi màu vàng. chắc là gần tết nên bận nhớ nhớ quên quên chăng,0
Vải co dãn nhiều,0
"Chất lượng sản phẩm rất kém, mùi hắc ko chịu nổi còn sữa tắm thì lỏng lè",0
"Áo hơi nhỏ, nhưng vải đẹp",0
Hơi buồn,0
Đóng gói không đẹp hộp bị rách may không thủng bóng,0
Size nhỏ,0
Tuy vải hơi mỏng,0
Nhìn ko dc đẹp vai hơi rộng nhưng ngực eo vừa ôm,0
Rẻ tiền mà,0
"Chất lượng sản phẩm rất kém, dáng váy xấu",0
Huhu,0
"Áo mỏng, đường may ko chắc chút nào, vải nhàu nhòe hết rồi 😌",0
Mình chưa nhận được hàng,0
Áo màu như bà già,0
Buồn ghê,0
"Chất lượng k giống trong hình,, bé quá",0
Form áo xấu,0
Áo khoác bị lỗi do may dính chùm không mặc được,0
Chất lượng sản phẩm rất kém Bé tý ko giống như trong anh Rất không đáng tiền,0
Nóng nhanh,0
Chờ đợi quá lâu,0
"Huhu, bắt đền shop nha, gửi cho tui cái nút để gắn vào",0
"Chất lượng kém quá, mặc nóng, nhìn hình màu âo trắng tinh, mà áo thực tế lại xỉn màu, ko đẹp như hình quảng cáo, vải nhăn, tiền nào của đấy thôi",0
"Mua 2 đôi giày size 38 của shop mà đôi này đi bị chật, đôi còn lại thì rộng hoác, cả 2 đôi đều không dùng được",0
Q Chất lượng sản phẩm rất kém,0
Hộp giày móp méo,0
Ống quan may bên to bên nhỏ,0
Áo bị may dúm 1 bên mặc thật bực mình chẳng ra sao hết,0
Cũng đc,0
"K giống video, chất thô và cứng",0
giao hàng hơi lâu,0
K hài lòng,0
"viền mền may xấu. chất bên trong gối là dạng giấy, dễ rách hoặc mủn ra khi ngâm nước",0
Ao nhu de lau nha,0
Đăng áo trắng gửi cho áo đen,0
Giày nặng k nhẹ,0
Làm ăn k ra gì,0
Chỉ thừa hơi nhiều,0
Có bị lỗi và rách 1 chút ở hai bên nách,0
"Đường may thưa, chỉ ko đồng màu",0
Do tôi nghỉ chỉ có mấy món nên sẽ ko giao thiếu ko quay clip,0
Nhắn tin mong shop hỗ trợ mà shop ko trả lời,0
Đặt size S mà shop giao size M,0
Rõ ràng mình chọn xanh rêu mà lại gửi ghi xám cho nình hàng gia công mác chợ.k phải giảm giá.vẫn trả tiền cho shop nhưng hoàn toàn k hài lòng,0
"quần bị ngắn, ngồi xuống bị chật phần mông đó shop",0
Giày 1k thì như đồ bỏ,0
rộng so vs người 45kg,0
Chất lượng sản phẩm rất kém,0
Mình mặc hơi rộng xíu,0
K y hình,0
Hàng bị mớp shop a,0
Đặt kiểu giao kiểu,0
"Bé nhà mình mặc 2 tiếng là đầy trong khi tã mình mua chỗ khác mặc 4,5 tiếng vẫn khô ráo",0
Nhưng góp ý shop nên đổi nhà vận chuyển đi,0
chất lượng sản phẩm không giống mẫu. nhắn tin thì nói đang ngoài đường chờ về trả lời. 4 ngày không thấy trả lời. shop làm ăn không có uy tín. lấy size 38 đưa size 36. quần 5 cái vừa 1 cái,0
Rất không hài lòng vs sản phẩm Shop phục vụ tạm được,0
Tuy nhiên khi nhận áo có 1 vết chấm mực trên áo giặt cũng k hết á!!!,0
"Shop phục vụ rất tốt, nhưng chất liệu ko ưng lắm",0
"Tay áo hơi ngắn , nhưng chất đẹp 😂",0
"Vải rất mỏng, đường may xấu",0
Vải hơn cứng,0
Hàng quá xấu,0
Hàng nhận kg giống như hình mẩu,0
"cực kì mỏng và dởm, nhỏ xíu như cuộn chỉ ko làm dc j",0
Dây cột nơ không được dài như trong hình,0
Áo bị bẩn,0
Phom quá xấu,0
Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Chất lượng sản phẩm kém Không đáng tiền,0
Balo đẹp đúng hình nhưng mùi da hơi khó ngửi,0
Shop giải thích tại hàng là hàng trưng bày,0
"Vải hơi mỏng , so với giá tiền thì tạm chấp nhận đc",0
Mà chỉ bỏ vô bọc đen rồi đóng gói lại sao mà quần lòi ra cả bọc đen ở ngoài,0
Chất lượng sản phẩm kém Bị rách ở lưng.,0
"Sản phẩm kém chất lượng đường kim mũi chỉ lởm ẩu , phom dáng ko chuẩn siZe",0
"Quần túi bóng bình thường, k phải túi zip loại 1, vừa kéo lên đã nghe tiếng nick chỉ Hic",0
Sách hơi mờ không giống sách ngoài hiệu sách mà bạn mình mua,0
Mua 2 ưng 1 tạm chấp nhận cho shop 3*,0
Shop k nhiệt tình Chất lượng sản phẩm rất kém,0
Thun ngay tay dãn nữa,0
"Giao sai cỡ 1,6",0
Coi như là bỏ,0
Sản phẩm lắp ráp k chắc chắn phải vặn ốc lại,0
"Mua lại lần 2, form mặc rất thích..",0
Chất lượng sản phẩm rất kém,0
